age,income,loan_amount,loan_term_months,credit_score,employment_years,num_prior_defaults,home_ownership,purpose,default
31,226220,503916,33,583,4,1,rent,business,1
52,145168,89866,28,671,1,1,rent,business,0
36,156819,338142,30,538,5,0,mortgage,auto,1
51,85008,403015,81,606,13,0,rent,personal,1
39,371893,624044,22,589,0,1,own,personal,1
38,347882,638405,26,612,5,0,rent,education,1
37,284492,325604,95,539,15,0,rent,home_improvement,1
38,456664,640661,44,472,8,1,own,auto,1
55,197291,445376,11,662,5,1,mortgage,medical,1
18,583811,50000,51,697,5,0,mortgage,education,0
18,192696,354589,20,477,8,1,rent,home_improvement,1
33,250623,823697,52,650,13,0,mortgage,business,1
38,172267,50000,32,707,4,0,mortgage,personal,0
45,264679,533807,28,668,3,0,own,medical,1
43,320274,975578,65,587,0,0,mortgage,business,1
34,206330,271816,46,545,6,0,mortgage,home_improvement,1
48,433206,500645,54,626,0,2,mortgage,education,1
48,248698,108795,44,640,4,0,mortgage,personal,0
40,252458,988169,28,628,2,0,own,education,1
48,110920,475000,47,606,10,0,own,medical,1
41,270220,513988,58,533,4,0,mortgage,personal,1
32,203917,906290,38,654,8,1,mortgage,home_improvement,1
45,147011,698444,68,658,0,0,rent,personal,1
39,126823,237311,51,636,7,2,rent,home_improvement,1
38,540612,305817,40,629,1,0,rent,auto,0
53,188383,648479,41,754,4,0,mortgage,personal,1
18,45162,312764,38,570,15,0,rent,education,1
24,136213,50000,13,723,10,0,rent,education,0
26,213812,484028,34,561,5,0,own,business,1
34,285600,55936,40,709,19,0,rent,education,0
35,286576,984885,29,719,2,0,mortgage,personal,1
23,301194,553036,42,597,11,0,own,home_improvement,1
28,142617,228447,36,753,0,0,rent,education,1
29,260853,290410,50,658,5,0,rent,personal,1
63,114873,50000,48,550,1,0,mortgage,home_improvement,0
56,145643,170161,39,590,7,0,own,personal,1
34,109875,804897,11,711,6,1,own,personal,1
34,77393,1169536,68,694,5,0,rent,education,1
27,347705,717919,33,535,10,0,mortgage,education,1
19,302633,472387,35,609,4,1,mortgage,education,1
37,337200,370412,30,636,7,0,mortgage,home_improvement,1
28,224718,213051,27,579,9,1,rent,personal,1
37,313217,1117930,64,809,0,0,mortgage,home_improvement,1
22,20000,443375,61,639,3,0,mortgage,personal,1
30,323571,1134689,44,615,6,1,rent,personal,1
39,241254,918056,34,715,9,0,mortgage,personal,1
42,295253,50000,47,591,12,1,mortgage,personal,0
42,265603,300214,37,701,5,0,mortgage,auto,1
25,101553,299286,33,487,5,0,mortgage,business,1
47,40235,476046,42,584,3,0,rent,business,1
30,134554,481906,28,704,7,0,own,medical,1
44,287790,1398872,41,746,5,0,rent,personal,1
38,302811,176832,40,558,5,1,own,business,0
24,55847,568691,47,549,6,0,rent,auto,1
35,102268,684952,25,665,8,0,rent,medical,1
42,133212,499528,49,570,4,0,mortgage,medical,1
44,177123,533054,20,599,3,0,rent,personal,1
37,56554,186557,26,690,8,0,mortgage,education,1
53,49354,531946,26,576,0,0,rent,home_improvement,1
48,121380,653420,17,463,4,0,rent,personal,1
35,230350,598280,54,516,1,0,rent,medical,1
46,78329,671060,19,621,11,1,rent,home_improvement,1
57,206104,923782,23,471,4,0,own,auto,1
58,347026,781090,59,596,4,0,rent,auto,1
26,63786,521388,26,509,6,0,own,auto,1
29,195227,148472,33,751,4,0,own,business,1
53,342971,319998,18,793,4,0,rent,auto,1
27,169808,434111,51,535,6,0,rent,auto,1
25,151160,575704,51,641,4,1,rent,personal,1
33,359619,356500,49,543,4,0,rent,home_improvement,1
42,183256,219280,46,595,2,0,rent,home_improvement,1
37,352539,143540,37,764,1,0,mortgage,education,0
31,271476,50000,27,583,6,0,own,home_improvement,0
31,178859,429515,21,597,7,1,mortgage,medical,1
31,277563,59100,59,545,0,1,mortgage,home_improvement,0
29,258454,199842,50,712,9,2,own,personal,0
61,342506,381829,24,359,9,0,rent,personal,1
41,154199,99225,37,585,10,1,rent,home_improvement,0
47,224945,613926,31,616,7,0,own,auto,1
33,212618,722067,16,567,9,0,rent,auto,1
36,304498,335172,39,689,15,0,rent,medical,1
31,96978,368892,29,716,5,0,mortgage,education,1
18,342037,661229,19,507,2,0,rent,auto,1
24,275959,285801,9,787,0,0,rent,auto,1
20,61969,265180,8,506,13,0,mortgage,auto,1
18,364992,858950,29,723,13,0,rent,personal,1
26,488091,765256,34,632,2,1,rent,personal,1
51,340220,680465,20,580,3,1,rent,education,1
38,391238,777693,48,587,5,0,rent,business,1
51,230245,50000,35,617,11,0,mortgage,auto,0
42,20619,906151,46,637,1,0,own,auto,1
46,20000,617619,33,546,0,0,own,medical,1
29,250610,803234,22,601,15,0,rent,personal,1
43,148963,616149,38,558,7,0,rent,auto,1
45,110251,514677,13,523,8,0,own,personal,1
32,212470,417407,46,555,5,1,rent,medical,1
44,293870,610143,19,528,8,1,rent,personal,1
44,45669,406476,53,586,0,1,own,auto,1
33,166135,760363,30,655,3,0,mortgage,education,1
27,401184,50000,55,630,6,0,mortgage,business,0
26,90965,337527,16,778,0,0,mortgage,medical,1
39,324371,1113447,24,443,5,0,own,home_improvement,1
41,161832,312176,43,658,5,0,mortgage,medical,1
30,285495,428395,57,621,5,0,mortgage,auto,1
38,351679,235226,66,685,4,1,rent,personal,0
44,308954,600754,37,677,2,0,rent,personal,1
44,329099,279121,69,607,0,1,rent,personal,1
54,81809,444317,31,634,7,1,mortgage,personal,1
51,353639,754660,56,560,5,0,mortgage,auto,1
28,117677,290371,19,669,0,0,mortgage,medical,1
55,251145,736583,44,470,6,0,rent,medical,1
33,250990,746669,6,682,5,0,mortgage,auto,1
48,278215,816487,16,618,4,1,rent,education,1
39,260435,542162,44,581,0,1,rent,personal,1
34,118743,1472378,12,601,9,0,own,education,1
20,58016,816360,44,607,1,2,mortgage,education,1
36,324682,597463,52,724,6,0,mortgage,auto,1
22,242300,237223,27,850,3,0,rent,personal,1
48,357925,470882,19,718,4,0,rent,home_improvement,1
53,214632,927898,27,575,11,1,own,education,1
30,51380,1012860,19,670,8,0,rent,education,1
41,335936,943499,34,674,11,0,mortgage,personal,1
31,175556,735558,38,546,7,0,rent,personal,1
32,261040,123302,30,519,8,0,rent,auto,0
46,142305,646149,66,615,0,0,rent,home_improvement,1
38,417316,127579,23,685,5,0,mortgage,personal,0
55,114812,53759,61,491,5,2,mortgage,auto,0
33,179508,571748,17,562,11,0,rent,home_improvement,1
48,232894,656960,37,666,4,2,rent,auto,1
39,88938,771013,57,623,7,0,mortgage,auto,1
46,259662,649141,56,733,7,0,own,education,1
34,413429,659476,28,507,11,1,rent,auto,1
38,161145,204604,46,808,5,0,rent,home_improvement,1
37,267417,468507,44,497,9,0,mortgage,personal,1
30,20000,50000,26,458,0,0,mortgage,business,0
45,215328,50000,47,615,0,0,rent,personal,0
45,182435,722193,70,529,0,0,rent,business,1
44,121780,274063,44,617,9,0,rent,business,1
53,349774,761750,46,614,9,0,rent,business,1
52,180851,832504,48,604,10,0,rent,business,1
34,198703,314205,10,553,3,1,rent,medical,1
42,174737,677093,44,655,4,0,rent,personal,1
32,20000,301653,18,595,6,0,rent,personal,1
38,84162,50000,25,708,12,0,own,auto,0
32,335331,536993,75,606,13,0,own,auto,1
54,20000,358738,31,543,9,0,mortgage,auto,1
42,128042,367973,23,485,7,1,rent,medical,1
36,172034,1092603,57,606,11,1,mortgage,medical,1
50,429235,50000,19,518,5,0,mortgage,home_improvement,0
18,312232,614861,28,512,4,0,mortgage,auto,1
18,153140,201558,58,662,5,0,rent,business,1
46,376542,772478,37,478,2,1,rent,medical,1
39,131138,589529,8,733,5,0,own,home_improvement,1
41,341092,613803,46,633,2,0,rent,business,1
25,56935,216533,29,616,10,1,rent,auto,1
38,348791,270324,64,537,8,0,rent,personal,1
58,171264,778175,25,681,12,0,own,home_improvement,1
46,96579,1031239,55,620,0,0,mortgage,medical,1
40,193943,644092,68,565,14,0,rent,business,1
34,253281,230774,21,636,0,0,mortgage,business,1
34,160630,601682,33,485,1,1,mortgage,medical,1
18,286474,1228242,43,489,4,0,rent,medical,1
41,150041,530727,21,530,11,0,rent,home_improvement,1
46,294445,938552,41,648,7,1,rent,home_improvement,1
22,273067,277901,32,620,5,1,mortgage,auto,1
31,212689,487374,32,704,3,0,mortgage,personal,1
26,167034,685870,37,546,0,1,own,personal,1
28,238185,619198,37,666,11,0,own,auto,1
39,286030,270083,39,611,9,0,rent,business,1
18,467416,257145,25,545,11,0,mortgage,business,0
44,332730,796485,26,651,8,0,mortgage,auto,1
46,337119,857465,34,615,0,1,mortgage,auto,1
35,590621,953643,35,570,1,0,own,education,1
18,281915,1041179,28,623,8,1,rent,business,1
28,278157,540386,42,610,5,1,rent,education,1
50,304482,406640,6,608,4,2,rent,personal,1
18,98924,905297,23,587,2,0,own,auto,1
35,166732,713921,31,516,10,0,mortgage,education,1
26,159260,205263,21,626,8,0,mortgage,education,1
46,297714,189909,65,556,8,1,rent,business,0
31,199099,647579,36,538,3,1,rent,home_improvement,1
42,236587,446818,39,601,7,1,rent,personal,1
44,350495,492071,27,679,1,2,mortgage,personal,1
56,323578,821760,36,635,5,0,mortgage,auto,1
36,200593,727711,14,578,0,0,own,auto,1
42,139601,898962,33,574,0,1,own,auto,1
23,356233,50000,19,671,5,0,own,personal,0
50,312867,576019,31,428,16,0,rent,personal,1
30,27249,708407,6,684,0,0,rent,business,1
32,182422,50000,16,470,1,0,rent,personal,0
38,239862,303531,62,507,7,1,rent,business,1
22,313460,247854,51,579,13,3,own,auto,1
40,329212,506509,60,794,7,0,rent,auto,1
48,254069,988356,61,754,9,1,mortgage,personal,1
41,290230,1106777,48,677,5,1,own,personal,1
22,227696,255714,28,649,4,0,own,auto,1
37,139138,657967,17,471,6,2,mortgage,business,1
45,188648,667639,57,633,3,0,rent,home_improvement,1
19,222279,616288,37,576,9,0,own,personal,1
27,215838,619694,81,555,0,0,rent,personal,1
47,20000,591123,29,632,10,0,mortgage,personal,1
41,172302,1006271,72,582,6,0,own,business,1
42,226745,830740,33,690,5,0,rent,personal,1
57,186236,181954,60,465,0,0,rent,personal,0
43,190381,738716,67,626,2,0,mortgage,home_improvement,1
45,278559,767712,18,550,11,0,own,business,1
65,90525,594490,27,587,5,0,own,medical,1
36,24635,839427,17,644,7,0,rent,personal,1
30,178220,556422,14,531,2,0,own,auto,1
42,311694,560140,48,633,6,0,own,personal,1
42,422506,536372,32,603,1,0,rent,medical,1
33,313855,50000,37,567,6,0,own,business,0
28,43808,475880,46,582,7,1,own,personal,1
61,192116,299525,6,608,7,2,mortgage,home_improvement,1
41,250796,144066,59,559,2,1,rent,auto,0
31,241311,930205,30,621,5,2,rent,business,1
47,284717,651262,46,598,8,0,mortgage,personal,1
37,109954,491051,47,571,5,0,mortgage,auto,1
35,227793,330559,61,747,5,0,rent,personal,1
44,270439,588851,34,653,14,0,mortgage,medical,1
25,319081,797431,6,589,2,1,rent,personal,1
42,123314,251910,37,632,10,0,mortgage,auto,1
57,178581,498551,40,538,1,0,rent,business,1
43,20000,760420,17,585,9,0,rent,medical,1
34,145425,50000,39,594,9,0,mortgage,medical,0
33,157070,482729,30,520,4,0,rent,medical,1
34,97650,371213,12,651,1,0,mortgage,medical,1
35,239873,459851,48,580,0,0,own,medical,1
34,213287,349511,26,592,4,0,rent,auto,1
47,20000,541287,29,575,8,1,mortgage,personal,1
21,245861,1077088,28,850,2,0,own,auto,1
47,108601,402823,58,567,6,0,mortgage,personal,1
34,278283,587513,35,455,0,0,mortgage,auto,1
42,66178,1098424,37,492,5,0,rent,auto,1
27,223601,334995,28,681,1,0,rent,personal,1
51,186020,1044403,44,727,6,1,rent,business,1
50,256372,501597,60,565,4,1,own,medical,1
48,234964,1034569,48,722,1,0,rent,education,1
23,189380,725060,48,679,3,1,rent,home_improvement,1
46,35647,592133,47,605,2,1,mortgage,auto,1
42,42735,480311,11,599,1,0,rent,personal,1
22,149934,312788,20,634,10,2,mortgage,personal,1
38,219006,522737,32,690,5,0,own,education,1
42,147010,769208,23,652,0,0,rent,personal,1
44,295025,496067,17,566,4,2,rent,business,1
40,186493,405013,6,606,10,0,rent,auto,1
41,104198,424765,12,779,3,0,own,auto,1
53,186628,797743,31,640,12,0,rent,education,1
50,247103,867548,35,690,3,0,mortgage,auto,1
18,258986,299855,22,663,8,0,mortgage,medical,1
35,445405,299424,37,642,10,0,rent,medical,1
36,139731,613808,28,629,8,0,mortgage,business,1
20,211183,958260,56,692,1,0,mortgage,education,1
39,271135,843797,33,677,2,1,rent,auto,1
50,217189,124444,49,641,11,0,mortgage,auto,0
27,159926,420777,40,564,3,0,rent,medical,1
41,34089,220819,11,651,10,1,own,auto,1
29,158700,419746,34,615,4,0,rent,auto,1
31,91156,981323,14,595,7,1,mortgage,personal,1
53,20000,73220,34,834,0,0,mortgage,medical,0
33,124519,50000,23,497,4,0,mortgage,personal,0
43,94349,251434,43,697,2,0,mortgage,home_improvement,1
19,290054,586193,12,551,7,0,rent,personal,1
57,292131,686226,36,630,6,0,own,auto,1
44,111534,631235,46,825,8,0,rent,personal,1
36,188773,852706,52,543,4,0,rent,auto,1
44,20000,50000,22,562,2,0,rent,auto,0
24,160679,856501,36,619,7,0,mortgage,medical,1
50,267878,406371,39,552,2,0,own,personal,1
35,318993,719448,64,691,10,0,rent,personal,1
36,134434,102972,9,577,6,0,mortgage,personal,0
33,346223,501487,20,672,5,0,mortgage,auto,1
32,38117,570881,86,514,8,0,rent,home_improvement,1
45,70285,846725,31,475,6,0,own,auto,1
41,305159,50000,6,602,0,0,mortgage,business,0
45,420535,509226,26,495,2,0,own,auto,1
38,279212,174429,6,741,10,0,own,auto,0
43,215159,651649,40,498,6,0,own,business,1
34,20000,733165,51,537,0,0,rent,personal,1
60,20000,886151,20,653,7,0,own,business,1
22,235529,339491,28,573,4,1,rent,auto,1
51,177032,778168,53,499,3,0,rent,auto,1
52,87300,908270,6,783,1,0,rent,home_improvement,1
29,227864,50000,12,540,10,1,own,auto,0
60,233816,683703,32,604,0,1,rent,home_improvement,1
48,333330,787553,22,603,3,0,rent,home_improvement,1
48,236392,422382,31,677,6,0,rent,personal,1
38,367407,136768,13,657,12,3,mortgage,auto,0
36,220959,782887,40,554,8,1,rent,business,1
36,206160,140147,33,594,3,0,rent,personal,0
42,347717,446495,46,602,12,0,rent,medical,1
52,102587,487963,40,680,1,1,mortgage,personal,1
40,557734,714661,40,527,7,0,rent,personal,1
29,265031,312011,10,781,8,0,rent,education,1
46,265700,294625,45,559,2,0,mortgage,medical,1
47,283012,529675,30,619,9,0,mortgage,medical,1
45,445256,801917,33,527,4,1,own,education,1
45,315101,1186235,55,516,9,0,own,personal,1
35,27393,50000,23,550,0,0,mortgage,auto,1
29,388416,594603,60,542,7,0,mortgage,personal,1
29,179092,174039,62,587,4,0,mortgage,personal,1
22,232859,805643,50,542,11,0,mortgage,auto,1
40,66490,218437,18,676,6,0,mortgage,education,1
37,283144,297606,6,557,11,0,mortgage,personal,1
34,141835,323219,55,548,8,1,rent,personal,1
18,232020,477140,38,589,5,0,mortgage,medical,1
26,185908,596959,23,699,9,1,mortgage,personal,1
49,451002,645110,57,637,9,2,own,home_improvement,1
31,457871,498270,20,612,8,0,rent,auto,1
42,225582,101033,28,505,0,0,rent,personal,0
24,227677,718336,45,529,2,0,mortgage,home_improvement,1
52,175187,484112,16,518,12,0,own,education,1
37,352721,848520,34,725,1,1,rent,business,1
41,180530,287678,56,662,10,1,own,auto,1
61,169440,50000,40,551,9,0,rent,auto,0
53,337431,489792,58,575,3,0,own,medical,1
35,155404,888786,56,554,0,1,own,auto,1
32,215469,548283,36,549,4,1,own,education,1
35,30243,440099,6,657,14,1,rent,personal,1
43,304503,238896,16,597,3,1,rent,auto,1
37,452904,1027330,50,786,3,0,rent,personal,1
34,306547,191119,8,720,2,1,own,business,0
53,395416,282382,30,725,11,0,mortgage,auto,1
37,118468,671010,42,674,5,1,mortgage,home_improvement,1
61,248359,50000,62,586,3,1,mortgage,personal,0
39,106821,882377,26,668,12,1,rent,auto,1
56,192668,687258,24,592,8,0,rent,auto,1
42,312665,769769,35,750,2,1,mortgage,medical,1
48,232218,667435,42,652,1,0,own,business,1
31,50483,451663,33,641,11,0,rent,auto,1
29,62197,181055,55,630,6,0,own,auto,1
43,54260,457977,22,759,0,1,own,medical,1
48,278974,207429,38,505,0,1,rent,personal,0
38,467667,645847,44,767,2,0,rent,education,1
25,383495,742034,29,605,1,0,own,medical,1
24,20000,943043,51,508,0,0,rent,personal,1
24,390529,611530,39,560,2,0,rent,medical,1
20,332368,777373,50,488,2,0,mortgage,medical,1
39,34564,410857,39,672,4,0,mortgage,personal,1
49,183616,356517,43,537,13,1,rent,auto,1
38,351463,642102,25,633,5,0,rent,auto,1
18,286052,384058,25,711,5,0,own,business,1
36,62909,580756,58,566,8,1,rent,education,1
36,293289,181642,47,599,5,0,mortgage,auto,0
59,20000,235512,18,516,8,1,mortgage,auto,1
23,193261,690623,39,589,7,0,rent,personal,1
34,356555,766007,6,826,6,0,mortgage,personal,1
55,222207,204303,26,682,17,0,rent,personal,0
42,160127,701184,53,599,10,1,own,personal,1
44,326722,340179,34,571,2,1,mortgage,personal,1
39,336970,504952,38,617,7,2,rent,education,1
41,377205,925083,6,630,3,0,rent,education,1
46,324921,742246,29,586,8,0,mortgage,personal,1
30,349765,738762,42,662,0,1,own,education,1
47,307949,1072637,44,544,2,0,rent,personal,1
24,251863,288836,53,543,7,2,rent,auto,1
41,230741,204238,32,650,10,1,rent,home_improvement,1
40,191529,283363,33,527,8,1,own,education,1
32,74516,423650,12,678,9,0,rent,personal,1
38,105363,50000,32,619,7,0,rent,auto,0
32,186158,437772,13,474,7,1,rent,medical,1
27,248974,336629,6,629,4,0,own,personal,1
34,392898,735128,16,485,9,0,mortgage,home_improvement,1
27,214984,605726,63,675,10,0,own,auto,1
41,340417,319791,31,600,6,0,own,personal,1
26,349518,676988,40,768,6,1,mortgage,education,1
45,192226,716979,27,706,12,0,rent,medical,1
26,291363,269436,6,535,6,0,rent,auto,1
32,190777,352093,53,458,6,0,rent,home_improvement,1
32,378656,50000,6,560,8,0,rent,home_improvement,0
51,296301,172802,26,522,6,2,mortgage,personal,0
41,77142,277259,35,766,3,1,rent,personal,1
36,239383,522250,40,619,8,0,mortgage,auto,1
43,417773,216385,23,695,6,1,rent,education,0
18,198252,345964,6,597,13,1,own,education,1
38,273726,132401,22,606,9,1,rent,personal,0
58,285505,551334,23,617,4,0,rent,home_improvement,1
39,95605,627714,22,709,9,0,rent,auto,1
39,281285,620710,53,645,7,1,own,business,1
43,52740,503708,14,535,11,0,own,business,1
47,144925,50000,41,750,4,0,mortgage,personal,0
18,349087,314014,39,597,7,0,mortgage,personal,1
21,262811,377808,53,584,6,0,own,personal,1
40,183463,379011,34,394,6,1,mortgage,home_improvement,1
31,273575,522494,50,671,2,0,rent,auto,1
51,212789,927662,33,628,8,0,rent,business,1
35,221509,743629,44,628,8,0,rent,auto,1
19,298818,203745,9,588,11,0,own,auto,1
25,132716,703521,6,574,6,0,own,home_improvement,1
18,224840,692091,43,590,4,0,own,auto,1
36,182528,258180,44,657,9,0,mortgage,medical,1
36,29728,754660,45,671,3,0,rent,auto,1
34,109545,451887,27,602,10,0,mortgage,personal,1
49,408185,77014,63,696,10,0,own,personal,0
50,266167,636561,28,614,11,2,own,personal,1
36,61169,565089,44,580,8,0,rent,medical,1
18,35157,431697,47,636,4,0,rent,auto,1
44,206540,488764,67,511,6,1,rent,auto,1
44,407342,284274,30,639,8,0,mortgage,personal,0
41,197589,683039,24,497,4,0,own,education,1
48,376840,486965,9,538,11,0,rent,business,1
26,262232,549935,64,459,8,0,mortgage,education,1
58,276550,607143,44,606,2,0,own,home_improvement,1
28,59714,153624,44,749,14,1,mortgage,personal,0
45,332503,231715,92,611,6,0,own,personal,0
21,179808,50000,42,671,2,0,own,education,0
29,323571,669423,13,808,3,1,own,personal,1
53,122300,136337,32,652,12,2,own,medical,1
35,241246,539771,18,559,13,0,rent,business,1
46,262240,611296,29,570,10,0,rent,personal,1
40,201516,680706,29,620,11,0,mortgage,home_improvement,1
37,268545,138795,25,569,11,0,mortgage,personal,0
52,188032,480452,11,575,8,0,own,medical,1
36,142113,1001084,65,699,7,0,own,auto,1
20,412658,1014294,41,702,8,0,mortgage,medical,1
30,345874,796197,32,488,9,1,rent,personal,1
44,128696,601248,50,555,3,0,rent,home_improvement,1
42,288213,198468,44,583,9,0,rent,home_improvement,1
22,130879,715586,41,668,12,0,rent,education,1
31,77838,452594,48,711,5,0,rent,education,1
32,344057,668158,38,836,5,0,mortgage,education,1
34,20000,310147,48,583,8,0,rent,education,1
24,331223,448120,50,587,3,1,mortgage,education,1
32,189673,549244,39,667,1,0,mortgage,education,1
31,194614,573883,32,565,11,1,rent,business,1
46,269170,648117,64,609,4,1,mortgage,education,1
46,289744,326242,27,587,6,0,own,personal,1
37,120839,97015,43,410,4,0,mortgage,home_improvement,0
34,306127,987436,43,630,11,0,own,personal,1
39,233604,1246776,25,605,9,1,rent,personal,1
30,69273,634226,21,722,5,0,rent,home_improvement,1
27,199615,102802,30,620,1,0,mortgage,personal,0
29,385753,268041,27,520,5,1,rent,personal,1
32,421191,652735,10,599,8,0,mortgage,education,1
26,306082,902335,24,453,7,1,rent,business,1
40,77159,136133,41,523,6,0,own,personal,1
45,278873,462700,59,671,7,0,own,auto,1
22,322103,558780,46,600,9,0,rent,personal,1
38,307085,759374,6,694,6,1,rent,auto,1
36,314195,396920,48,463,8,1,rent,auto,1
41,263592,50000,26,601,2,0,mortgage,personal,0
38,211311,686359,44,582,16,0,mortgage,home_improvement,1
23,146996,837439,36,696,5,0,rent,education,1
25,20000,475223,33,674,7,0,own,business,1
38,260757,621572,34,671,8,0,rent,home_improvement,1
48,242326,357653,36,743,4,0,mortgage,home_improvement,1
18,286909,246268,60,591,6,1,mortgage,medical,1
41,59495,807928,36,727,6,0,mortgage,auto,1
50,297402,616249,56,536,2,0,mortgage,business,1
36,466545,647111,53,534,8,0,rent,education,1
44,229414,950635,48,680,0,0,rent,personal,1
31,212600,183547,6,500,13,1,mortgage,auto,1
37,257080,334392,56,666,9,0,rent,auto,1
22,463880,547380,28,628,9,0,rent,auto,1
18,97162,330706,49,706,0,0,rent,business,1
47,244385,734941,18,615,3,0,mortgage,auto,1
28,124041,443780,15,624,12,0,own,personal,1
33,154359,202240,72,661,23,0,mortgage,personal,1
24,214049,519732,19,567,11,0,rent,business,1
24,381679,551102,57,564,10,1,rent,auto,1
36,436119,780405,38,658,8,0,rent,auto,1
31,273777,617942,28,618,3,0,mortgage,business,1
42,174809,638344,35,587,10,0,rent,business,1
43,519129,596088,13,613,2,0,mortgage,education,1
41,168693,443533,36,748,1,0,own,education,1
40,151464,285134,17,585,1,0,mortgage,personal,1
54,20000,586652,29,582,10,0,mortgage,home_improvement,1
27,387531,400063,53,483,6,0,own,education,1
37,336189,1006947,41,617,6,3,mortgage,medical,1
49,510137,902655,9,673,6,1,rent,personal,1
51,53257,689852,51,687,1,0,mortgage,education,1
24,394980,613540,36,629,3,1,mortgage,auto,1
35,228416,473612,26,696,4,0,own,auto,1
52,316732,121663,49,678,0,1,rent,medical,0
43,22267,435148,33,709,4,0,mortgage,business,1
40,396170,530420,15,699,2,0,mortgage,auto,1
36,314382,568837,69,746,8,0,own,business,1
34,215331,640861,36,606,9,1,mortgage,personal,1
41,297414,776399,35,514,1,0,own,education,1
35,128141,292354,29,673,5,1,rent,personal,1
38,150467,295077,57,682,13,3,own,auto,1
39,164387,935257,27,746,2,0,rent,home_improvement,1
31,20000,731294,8,723,8,1,own,personal,1
43,323411,382769,24,776,6,0,own,home_improvement,1
67,362991,467837,60,670,10,0,rent,auto,1
20,135839,469186,51,638,7,0,rent,medical,1
41,261784,509472,31,509,4,0,mortgage,personal,1
30,188135,641805,61,645,6,1,mortgage,medical,1
44,259393,1260498,49,576,6,0,mortgage,home_improvement,1
38,144691,556927,31,637,6,0,rent,education,1
46,113989,698779,33,624,1,0,mortgage,auto,1
50,346249,50000,42,658,11,0,rent,business,0
40,212336,354530,21,612,10,0,rent,medical,1
49,462653,868645,36,695,2,0,mortgage,personal,1
18,225557,620695,42,402,5,0,rent,medical,1
54,108871,50000,6,635,5,0,mortgage,medical,0
42,367233,702207,33,716,1,0,rent,medical,1
49,295696,1075449,31,770,0,0,rent,auto,1
26,307225,50000,55,679,3,0,own,auto,0
30,362872,955816,6,755,5,0,rent,home_improvement,1
39,141664,50000,29,634,0,0,rent,education,0
38,204730,781400,27,620,7,1,rent,education,1
41,199426,497405,53,662,11,0,rent,home_improvement,1
49,65110,50000,35,620,9,0,mortgage,personal,0
20,188369,633841,68,557,5,0,rent,auto,1
48,380366,845252,48,579,0,0,own,medical,1
38,248481,609166,29,531,9,0,own,medical,1
36,58473,675448,40,662,7,0,own,home_improvement,1
23,33299,376497,30,621,8,0,own,medical,1
43,419773,50000,51,591,14,1,own,auto,0
18,209162,707559,12,575,3,2,mortgage,auto,1
44,142311,1024926,21,660,0,0,rent,personal,1
23,187121,838874,44,682,2,0,mortgage,home_improvement,1
39,42723,50000,58,530,8,0,rent,personal,0
37,390771,50000,6,517,6,0,own,education,0
50,172834,246210,61,696,1,0,own,auto,1
36,384088,50000,33,510,0,0,rent,personal,0
31,226198,513257,6,664,5,1,rent,auto,1
33,391544,618025,6,749,1,0,rent,education,1
51,250803,70924,8,750,8,1,rent,personal,0
43,322388,733139,36,679,4,0,own,home_improvement,1
34,306291,680331,35,677,3,0,rent,home_improvement,1
36,294795,335552,47,800,3,1,mortgage,personal,1
22,261752,448243,26,433,7,0,mortgage,business,1
42,192058,50000,16,583,6,1,rent,auto,0
20,449852,400321,29,688,7,0,rent,personal,1
46,111168,502215,37,593,7,0,rent,auto,1
39,220517,550624,40,719,6,0,mortgage,business,1
62,221786,613663,22,617,2,0,rent,medical,1
27,268293,573273,52,631,3,0,rent,personal,1
37,168463,420697,25,598,4,0,mortgage,medical,1
56,257770,585858,20,578,14,0,own,medical,1
50,199739,800610,26,576,1,1,rent,medical,1
31,30166,471351,55,642,4,0,mortgage,education,1
40,221146,595278,34,558,6,1,mortgage,business,1
38,87932,444149,23,696,5,0,own,medical,1
41,20000,305972,53,672,10,0,rent,personal,1
31,236425,656864,75,708,5,0,own,business,1
37,278546,333432,40,530,5,0,rent,auto,1
22,283204,615844,58,484,9,0,own,medical,1
39,288060,508477,55,620,13,0,rent,medical,1
43,20000,408820,25,850,12,0,own,auto,1
36,56678,401557,36,721,5,0,mortgage,personal,1
22,456823,347564,13,576,6,0,mortgage,medical,1
48,94335,50000,32,654,6,0,mortgage,business,0
42,293301,614869,25,678,7,0,rent,business,1
31,137567,569464,29,511,3,0,rent,education,1
35,229561,754901,23,730,10,0,own,personal,1
23,144009,340563,31,607,7,1,rent,auto,1
28,287385,1068615,46,613,6,0,rent,medical,1
33,236413,386079,34,622,1,0,mortgage,auto,1
50,166205,237467,6,712,6,1,rent,medical,1
32,93979,201895,23,560,0,0,rent,auto,1
44,252133,50000,9,483,4,0,own,personal,0
33,74474,959788,40,646,4,0,mortgage,education,1
40,271298,911320,45,457,7,0,own,education,1
37,535178,680224,41,596,14,0,rent,education,1
47,382020,231173,22,715,8,0,own,personal,0
33,306202,1043380,40,666,12,0,mortgage,business,1
22,209727,394484,28,703,9,0,rent,auto,1
24,20000,419292,16,670,11,1,own,business,1
33,61326,931178,49,813,13,0,mortgage,education,1
26,373935,697673,51,573,3,0,mortgage,auto,1
42,125229,1160331,53,652,3,0,rent,medical,1
33,136090,574617,25,585,9,1,mortgage,education,1
62,200122,380891,57,697,6,0,rent,education,1
21,92554,316459,27,615,7,0,rent,medical,1
40,72788,50000,48,758,5,0,rent,personal,0
